order_id,customer_id,product_sku,order_date,revenue,region,status
ORD-004765,CUST-4299,SKU-A1,2023-01-07 14:50:00,117.60291907531727,West,pending
ORD-012685,CUST-4329,SKU-C3,2023-01-18 14:50:00,117.60291907531727,East,completed
ORD-012011,CUST-2168,SKU-B2,2023-01-17 16:22:00,117.60291907531727,Central,pending
ORD-032339,CUST-0027,,2023-02-14 21:58:00,117.60291907531727,East,pending
ORD-047370,CUST-1520,SKU-B2,2023-03-07 19:00:00,117.60291907531727,West,pending
ORD-020606,CUST-2990,,2023-01-29 14:52:00,117.60291907531727,West,COMPLETED
ORD-021180,CUST-3327,SKU-C3,2023-01-30 10:00:00,117.60291907531727,West,COMPLETED
ORD-000079,CUST-3485,SKU-B2,2023-01-01 02:38:00,117.60291907531727,West,completed
ORD-042159,CUST-2643,SKU-B2,2023-02-28 13:18:00,117.60291907531727,,completed
ORD-010637,CUST-4830,SKU-C3,2023-01-15 18:34:00,117.60291907531727,West,pending
ORD-006171,CUST-3781,SKU-B2,2023-01-09 13:42:00,117.60291907531727,West,completed
ORD-000437,CUST-1870,SKU-A1,2023-01-01 14:34:00,117.60291907531727,Central,COMPLETED
ORD-001335,CUST-3462,SKU-C3,2023-01-02 20:30:00,117.60291907531727,West,COMPLETED
ORD-033332,CUST-3186,SKU-B2,2023-02-16 07:04:00,117.60291907531727,Central,COMPLETED
ORD-016013,CUST-0370,SKU-C3,2023-01-23 05:46:00,117.60291907531727,East,completed
ORD-002219,CUST-4825,SKU-A1,2023-01-04 01:58:00,117.60291907531727,Central,COMPLETED
ORD-029618,CUST-1367,SKU-A1,2023-02-11 03:16:00,117.60291907531727,Central,completed
ORD-023217,CUST-0350,SKU-B2,2023-02-02 05:54:00,117.60291907531727,,completed
ORD-014517,CUST-4559,SKU-A1,2023-01-21 03:54:00,117.60291907531727,,COMPLETED
ORD-001985,CUST-1606,SKU-C3,2023-01-03 18:10:00,117.60291907531727,East,COMPLETED
ORD-019293,CUST-0229,SKU-C3,2023-01-27 19:06:00,117.60291907531727,East,completed
ORD-007439,CUST-0646,SKU-A1,2023-01-11 07:58:00,117.60291907531727,West,completed
ORD-017928,CUST-0742,,2023-01-25 21:36:00,117.60291907531727,Central,pending
ORD-028299,CUST-2382,,2023-02-09 07:18:00,117.60291907531727,East,COMPLETED
ORD-029716,CUST-4448,SKU-B2,2023-02-11 06:32:00,117.60291907531727,West,completed
ORD-015014,CUST-4406,SKU-A1,2023-01-21 20:28:00,117.60291907531727,West,completed
ORD-048307,CUST-0069,SKU-C3,2023-03-09 02:14:00,117.60291907531727,West,pending
ORD-000518,CUST-2489,,2023-01-01 17:16:00,117.60291907531727,Central,completed
ORD-014657,CUST-4343,SKU-B2,2023-01-21 08:34:00,117.60291907531727,,COMPLETED
ORD-002730,CUST-1440,SKU-C3,2023-01-04 19:00:00,117.60291907531727,Central,COMPLETED
ORD-044832,CUST-0478,SKU-C3,2023-03-04 06:24:00,117.60291907531727,Central,completed
ORD-022891,CUST-1298,SKU-A1,2023-02-01 19:02:00,117.60291907531727,,COMPLETED
ORD-045918,CUST-0905,SKU-C3,2023-03-05 18:36:00,117.60291907531727,East,pending
ORD-003289,CUST-0057,,2023-01-05 13:38:00,117.60291907531727,Central,COMPLETED
ORD-045618,CUST-2519,,2023-03-05 08:36:00,117.60291907531727,,pending
ORD-002401,CUST-0570,SKU-C3,2023-01-04 08:02:00,117.60291907531727,West,pending
ORD-012152,CUST-4931,,2023-01-17 21:04:00,117.60291907531727,,completed
ORD-014139,CUST-0895,SKU-C3,2023-01-20 15:18:00,117.60291907531727,,COMPLETED
ORD-015156,CUST-2542,SKU-B2,2023-01-22 01:12:00,117.60291907531727,,COMPLETED
ORD-015182,CUST-1570,,2023-01-22 02:04:00,117.60291907531727,,COMPLETED
ORD-044436,CUST-2104,SKU-C3,2023-03-03 17:12:00,117.60291907531727,,pending
ORD-006849,CUST-1601,,2023-01-10 12:18:00,117.60291907531727,West,COMPLETED
ORD-017280,CUST-0192,SKU-A1,2023-01-25 00:00:00,117.60291907531727,East,completed
ORD-044306,CUST-2298,,2023-03-03 12:52:00,117.60291907531727,Central,COMPLETED
ORD-042343,CUST-2563,,2023-02-28 19:26:00,117.60291907531727,Central,completed
ORD-037289,CUST-2882,,2023-02-21 18:58:00,117.60291907531727,,completed
ORD-007964,CUST-1219,SKU-B2,2023-01-12 01:28:00,117.60291907531727,,completed
ORD-047905,CUST-4611,,2023-03-08 12:50:00,117.60291907531727,Central,pending
ORD-039183,CUST-3860,SKU-A1,2023-02-24 10:06:00,117.60291907531727,,pending
ORD-002075,CUST-2480,SKU-A1,2023-01-03 21:10:00,117.60291907531727,West,COMPLETED
ORD-006144,CUST-0307,,2023-01-09 12:48:00,117.60291907531727,West,COMPLETED
ORD-043863,CUST-1017,SKU-A1,2023-03-02 22:06:00,117.60291907531727,Central,pending
ORD-016577,CUST-3059,,2023-01-24 00:34:00,117.60291907531727,West,completed
ORD-021941,CUST-3178,SKU-A1,2023-01-31 11:22:00,117.60291907531727,West,COMPLETED
ORD-017490,CUST-1663,SKU-A1,2023-01-25 07:00:00,117.60291907531727,Central,completed
ORD-012474,CUST-4602,,2023-01-18 07:48:00,117.60291907531727,Central,completed
ORD-022527,CUST-1245,SKU-C3,2023-02-01 06:54:00,117.60291907531727,East,completed
ORD-038085,CUST-1265,SKU-C3,2023-02-22 21:30:00,117.60291907531727,West,pending
ORD-026591,CUST-0332,SKU-C3,2023-02-06 22:22:00,117.60291907531727,,pending
ORD-030579,CUST-2648,SKU-C3,2023-02-12 11:18:00,117.60291907531727,East,completed
ORD-037799,CUST-3442,SKU-A1,2023-02-22 11:58:00,117.60291907531727,West,completed
ORD-043971,CUST-3723,SKU-C3,2023-03-03 01:42:00,117.60291907531727,West,COMPLETED
ORD-005884,CUST-0792,,2023-01-09 04:08:00,117.60291907531727,East,pending
ORD-024946,CUST-0142,,2023-02-04 15:32:00,117.60291907531727,,pending
ORD-038808,CUST-1985,,2023-02-23 21:36:00,117.60291907531727,,pending
ORD-020801,CUST-0078,SKU-B2,2023-01-29 21:22:00,117.60291907531727,West,COMPLETED
ORD-028983,CUST-1568,,2023-02-10 06:06:00,117.60291907531727,West,pending
ORD-023383,CUST-3825,SKU-A1,2023-02-02 11:26:00,117.60291907531727,,COMPLETED
ORD-032641,CUST-2834,SKU-C3,2023-02-15 08:02:00,117.60291907531727,East,COMPLETED
ORD-033849,CUST-2041,SKU-B2,2023-02-17 00:18:00,117.60291907531727,East,pending
ORD-002027,CUST-0033,SKU-A1,2023-01-03 19:34:00,117.60291907531727,,COMPLETED
ORD-005118,CUST-1394,SKU-A1,2023-01-08 02:36:00,117.60291907531727,West,pending
ORD-016444,CUST-0035,SKU-C3,2023-01-23 20:08:00,117.60291907531727,,pending
ORD-016148,CUST-1380,,2023-01-23 10:16:00,117.60291907531727,West,completed
ORD-045752,CUST-1100,SKU-C3,2023-03-05 13:04:00,117.60291907531727,Central,completed
ORD-029285,CUST-0470,,2023-02-10 16:10:00,117.60291907531727,West,pending
ORD-035459,CUST-3892,SKU-C3,2023-02-19 05:58:00,117.60291907531727,Central,pending
ORD-028529,CUST-3106,SKU-C3,2023-02-09 14:58:00,117.60291907531727,Central,pending
ORD-029896,CUST-0250,SKU-A1,2023-02-11 12:32:00,117.60291907531727,West,COMPLETED
ORD-005362,CUST-2410,SKU-B2,2023-01-08 10:44:00,117.60291907531727,West,COMPLETED
ORD-025404,CUST-2481,,2023-02-05 06:48:00,117.60291907531727,,COMPLETED
ORD-031348,CUST-3759,,2023-02-13 12:56:00,117.60291907531727,Central,pending
ORD-013340,CUST-1634,,2023-01-19 12:40:00,117.60291907531727,Central,COMPLETED
ORD-011912,CUST-3846,SKU-A1,2023-01-17 13:04:00,117.60291907531727,,COMPLETED
ORD-024387,CUST-2656,,2023-02-03 20:54:00,117.60291907531727,East,pending
ORD-038995,CUST-2523,SKU-B2,2023-02-24 03:50:00,117.60291907531727,West,pending
ORD-017641,CUST-3911,SKU-C3,2023-01-25 12:02:00,117.60291907531727,Central,pending
ORD-023398,CUST-0087,SKU-A1,2023-02-02 11:56:00,117.60291907531727,East,pending
ORD-034748,CUST-2635,SKU-C3,2023-02-18 06:16:00,117.60291907531727,,COMPLETED
ORD-048374,CUST-2921,,2023-03-09 04:28:00,117.60291907531727,West,completed
ORD-008974,CUST-4391,SKU-C3,2023-01-13 11:08:00,117.60291907531727,West,completed
ORD-010524,CUST-1177,SKU-A1,2023-01-15 14:48:00,117.60291907531727,East,COMPLETED
ORD-008409,CUST-2223,SKU-A1,2023-01-12 16:18:00,117.60291907531727,East,pending
ORD-009890,CUST-1563,SKU-B2,2023-01-14 17:40:00,117.60291907531727,Central,COMPLETED
ORD-037725,CUST-2402,,2023-02-22 09:30:00,117.60291907531727,Central,COMPLETED
ORD-037406,CUST-4147,SKU-B2,2023-02-21 22:52:00,117.60291907531727,East,completed
ORD-032279,CUST-0365,SKU-A1,2023-02-14 19:58:00,117.60291907531727,Central,pending
ORD-035923,CUST-3628,SKU-C3,2023-02-19 21:26:00,117.60291907531727,Central,pending
ORD-018926,CUST-3068,,2023-01-27 06:52:00,117.60291907531727,West,completed
ORD-010788,CUST-1860,SKU-C3,2023-01-15 23:36:00,117.60291907531727,West,COMPLETED
ORD-041232,CUST-0849,SKU-C3,2023-02-27 06:24:00,117.60291907531727,,pending
ORD-011572,CUST-1341,SKU-A1,2023-01-17 01:44:00,117.60291907531727,Central,COMPLETED
ORD-043108,CUST-0244,SKU-C3,2023-03-01 20:56:00,117.60291907531727,East,pending
ORD-027782,CUST-0990,SKU-A1,2023-02-08 14:04:00,117.60291907531727,West,pending
ORD-008865,CUST-2250,SKU-B2,2023-01-13 07:30:00,117.60291907531727,West,pending
ORD-032620,CUST-1010,SKU-A1,2023-02-15 07:20:00,117.60291907531727,Central,completed
ORD-030621,CUST-3705,SKU-B2,2023-02-12 12:42:00,117.60291907531727,Central,COMPLETED
ORD-004306,CUST-0324,,2023-01-06 23:32:00,117.60291907531727,,pending
ORD-003977,CUST-0587,SKU-A1,2023-01-06 12:34:00,117.60291907531727,West,COMPLETED
ORD-001935,CUST-1245,SKU-C3,2023-01-03 16:30:00,117.60291907531727,,completed
ORD-010077,CUST-4641,SKU-B2,2023-01-14 23:54:00,117.60291907531727,,completed
ORD-048451,CUST-2089,,2023-03-09 07:02:00,117.60291907531727,West,COMPLETED
ORD-000685,CUST-4362,SKU-B2,2023-01-01 22:50:00,117.60291907531727,East,pending
ORD-035132,CUST-4167,SKU-B2,2023-02-18 19:04:00,117.60291907531727,East,COMPLETED
ORD-032005,CUST-0589,SKU-B2,2023-02-14 10:50:00,117.60291907531727,,completed
ORD-003593,CUST-3548,,2023-01-05 23:46:00,117.60291907531727,,COMPLETED
ORD-031797,CUST-3618,SKU-C3,2023-02-14 03:54:00,117.60291907531727,Central,COMPLETED
ORD-026570,CUST-1379,SKU-A1,2023-02-06 21:40:00,117.60291907531727,Central,pending
ORD-011025,CUST-1424,,2023-01-16 07:30:00,117.60291907531727,East,COMPLETED
ORD-047348,CUST-3725,,2023-03-07 18:16:00,117.60291907531727,West,completed
ORD-026471,CUST-4604,SKU-A1,2023-02-06 18:22:00,117.60291907531727,Central,completed
ORD-010323,CUST-1580,SKU-B2,2023-01-15 08:06:00,117.60291907531727,,completed
ORD-046846,CUST-0170,SKU-A1,2023-03-07 01:32:00,117.60291907531727,East,COMPLETED
ORD-033293,CUST-0426,SKU-C3,2023-02-16 05:46:00,117.60291907531727,West,pending
ORD-004539,CUST-3390,SKU-A1,2023-01-07 07:18:00,117.60291907531727,Central,pending
ORD-011269,CUST-1421,SKU-C3,2023-01-16 15:38:00,117.60291907531727,East,completed
ORD-009019,CUST-0783,SKU-C3,2023-01-13 12:38:00,117.60291907531727,,completed
ORD-003774,CUST-0045,SKU-A1,2023-01-06 05:48:00,117.60291907531727,,COMPLETED
ORD-028812,CUST-0291,,2023-02-10 00:24:00,117.60291907531727,,completed
ORD-032680,CUST-0045,SKU-A1,2023-02-15 09:20:00,117.60291907531727,East,completed
ORD-001162,CUST-2958,SKU-A1,2023-01-02 14:44:00,117.60291907531727,West,completed
ORD-018558,CUST-1349,SKU-A1,2023-01-26 18:36:00,117.60291907531727,,completed
ORD-022638,CUST-3905,SKU-C3,2023-02-01 10:36:00,117.60291907531727,,completed
ORD-048296,CUST-0336,SKU-A1,2023-03-09 01:52:00,117.60291907531727,West,completed
ORD-016779,CUST-0732,SKU-B2,2023-01-24 07:18:00,117.60291907531727,Central,pending
ORD-017933,CUST-0520,SKU-C3,2023-01-25 21:46:00,117.60291907531727,Central,completed
ORD-024357,CUST-0759,SKU-A1,2023-02-03 19:54:00,117.60291907531727,East,completed
ORD-001656,CUST-2194,SKU-C3,2023-01-03 07:12:00,117.60291907531727,West,pending
ORD-020182,CUST-4664,SKU-C3,2023-01-29 00:44:00,117.60291907531727,West,completed
ORD-011022,CUST-3792,,2023-01-16 07:24:00,117.60291907531727,,completed
ORD-044348,CUST-0405,,2023-03-03 14:16:00,117.60291907531727,Central,COMPLETED
ORD-042874,CUST-0269,SKU-A1,2023-03-01 13:08:00,117.60291907531727,Central,pending
ORD-013763,CUST-0826,SKU-C3,2023-01-20 02:46:00,117.60291907531727,Central,pending
ORD-007288,CUST-1518,SKU-B2,2023-01-11 02:56:00,117.60291907531727,Central,completed
ORD-018898,CUST-0304,,2023-01-27 05:56:00,117.60291907531727,Central,completed
ORD-020213,CUST-1472,,2023-01-29 01:46:00,117.60291907531727,West,completed
ORD-039978,CUST-0831,SKU-C3,2023-02-25 12:36:00,117.60291907531727,,pending
ORD-043027,CUST-1334,SKU-A1,2023-03-01 18:14:00,117.60291907531727,West,COMPLETED
ORD-044021,CUST-1384,SKU-C3,2023-03-03 03:22:00,117.60291907531727,West,completed
ORD-038627,CUST-4947,SKU-C3,2023-02-23 15:34:00,117.60291907531727,East,COMPLETED
ORD-037755,CUST-2319,,2023-02-22 10:30:00,117.60291907531727,,pending
ORD-001527,CUST-0405,SKU-A1,2023-01-03 02:54:00,117.60291907531727,,completed
ORD-025866,CUST-0943,SKU-A1,2023-02-05 22:12:00,117.60291907531727,,completed
ORD-026218,CUST-3390,,2023-02-06 09:56:00,117.60291907531727,Central,completed
ORD-029376,CUST-1136,SKU-B2,2023-02-10 19:12:00,117.60291907531727,,pending
ORD-027629,CUST-2047,,2023-02-08 08:58:00,117.60291907531727,East,completed
ORD-034295,CUST-3750,SKU-A1,2023-02-17 15:10:00,117.60291907531727,East,completed
ORD-001790,CUST-2997,SKU-B2,2023-01-03 11:40:00,117.60291907531727,Central,pending
ORD-043199,CUST-0881,,2023-03-01 23:58:00,117.60291907531727,,pending
ORD-008540,CUST-0196,SKU-C3,2023-01-12 20:40:00,117.60291907531727,Central,COMPLETED
ORD-030664,CUST-0405,SKU-A1,2023-02-12 14:08:00,117.60291907531727,,pending
ORD-008544,CUST-4753,SKU-A1,2023-01-12 20:48:00,117.60291907531727,,completed
ORD-037923,CUST-1004,,2023-02-22 16:06:00,117.60291907531727,,pending
ORD-021499,CUST-2033,SKU-C3,2023-01-30 20:38:00,117.60291907531727,West,completed
ORD-038849,CUST-2224,SKU-C3,2023-02-23 22:58:00,117.60291907531727,East,COMPLETED
ORD-028572,CUST-3013,SKU-B2,2023-02-09 16:24:00,117.60291907531727,Central,completed
ORD-014857,CUST-3102,SKU-C3,2023-01-21 15:14:00,117.60291907531727,Central,COMPLETED
ORD-025176,CUST-4981,,2023-02-04 23:12:00,117.60291907531727,,COMPLETED
ORD-045442,CUST-1463,SKU-A1,2023-03-05 02:44:00,117.60291907531727,Central,pending
ORD-025504,CUST-0528,,2023-02-05 10:08:00,117.60291907531727,,completed
ORD-025096,CUST-0824,SKU-A1,2023-02-04 20:32:00,117.60291907531727,Central,COMPLETED
ORD-008362,CUST-4182,,2023-01-12 14:44:00,117.60291907531727,West,completed
ORD-007911,CUST-4762,SKU-A1,2023-01-11 23:42:00,117.60291907531727,Central,pending
ORD-016532,CUST-4843,SKU-A1,2023-01-23 23:04:00,117.60291907531727,Central,COMPLETED
ORD-037707,CUST-4755,SKU-A1,2023-02-22 08:54:00,117.60291907531727,,completed
ORD-034692,CUST-1017,SKU-B2,2023-02-18 04:24:00,117.60291907531727,West,pending
ORD-021471,CUST-4229,SKU-C3,2023-01-30 19:42:00,117.60291907531727,East,COMPLETED
ORD-020079,CUST-1271,SKU-A1,2023-01-28 21:18:00,117.60291907531727,,pending
ORD-040630,CUST-0678,SKU-C3,2023-02-26 10:20:00,117.60291907531727,East,COMPLETED
ORD-042078,CUST-1076,SKU-C3,2023-02-28 10:36:00,117.60291907531727,,COMPLETED
ORD-042757,CUST-1216,SKU-C3,2023-03-01 09:14:00,117.60291907531727,West,completed
ORD-001345,CUST-4807,SKU-C3,2023-01-02 20:50:00,117.60291907531727,East,COMPLETED
ORD-011395,CUST-0337,SKU-A1,2023-01-16 19:50:00,117.60291907531727,,COMPLETED
ORD-044908,CUST-1426,SKU-B2,2023-03-04 08:56:00,117.60291907531727,Central,completed
ORD-041845,CUST-2068,SKU-A1,2023-02-28 02:50:00,117.60291907531727,,pending
ORD-002912,CUST-2258,SKU-C3,2023-01-05 01:04:00,117.60291907531727,West,completed
ORD-010983,CUST-3002,SKU-A1,2023-01-16 06:06:00,117.60291907531727,East,completed
ORD-003984,CUST-4525,,2023-01-06 12:48:00,117.60291907531727,,completed
ORD-031623,CUST-2114,SKU-B2,2023-02-13 22:06:00,117.60291907531727,,COMPLETED
ORD-039066,CUST-0408,,2023-02-24 06:12:00,117.60291907531727,West,pending
ORD-000484,CUST-2699,SKU-B2,2023-01-01 16:08:00,117.60291907531727,,pending
ORD-013724,CUST-2686,SKU-A1,2023-01-20 01:28:00,117.60291907531727,West,pending
ORD-006487,CUST-4770,SKU-C3,2023-01-10 00:14:00,117.60291907531727,East,COMPLETED
ORD-035981,CUST-3480,,2023-02-19 23:22:00,117.60291907531727,East,COMPLETED
ORD-008955,CUST-0577,SKU-C3,2023-01-13 10:30:00,117.60291907531727,,COMPLETED
ORD-045602,CUST-2175,SKU-C3,2023-03-05 08:04:00,117.60291907531727,Central,pending
ORD-038977,CUST-3120,SKU-A1,2023-02-24 03:14:00,117.60291907531727,East,pending
ORD-026193,CUST-3012,SKU-A1,2023-02-06 09:06:00,117.60291907531727,East,completed
ORD-049806,CUST-1372,SKU-C3,2023-03-11 04:12:00,117.60291907531727,West,pending
ORD-039809,CUST-3931,,2023-02-25 06:58:00,117.60291907531727,West,completed
ORD-013307,CUST-3251,,2023-01-19 11:34:00,117.60291907531727,,completed
ORD-014552,CUST-2523,SKU-A1,2023-01-21 05:04:00,117.60291907531727,West,completed
ORD-029531,CUST-4577,,2023-02-11 00:22:00,117.60291907531727,West,COMPLETED
ORD-037674,CUST-0310,SKU-A1,2023-02-22 07:48:00,117.60291907531727,West,pending
ORD-003517,CUST-3798,,2023-01-05 21:14:00,117.60291907531727,,pending
ORD-038529,CUST-1314,,2023-02-23 12:18:00,117.60291907531727,,pending
ORD-047249,CUST-3102,SKU-B2,2023-03-07 14:58:00,117.60291907531727,East,pending
ORD-046297,CUST-2890,SKU-B2,2023-03-06 07:14:00,117.60291907531727,,completed
ORD-029199,CUST-2334,SKU-A1,2023-02-10 13:18:00,117.60291907531727,Central,COMPLETED
ORD-025468,CUST-2420,SKU-C3,2023-02-05 08:56:00,117.60291907531727,Central,COMPLETED
ORD-011937,CUST-4316,,2023-01-17 13:54:00,117.60291907531727,East,pending
ORD-025066,CUST-2187,SKU-A1,2023-02-04 19:32:00,117.60291907531727,West,completed
ORD-021707,CUST-0946,,2023-01-31 03:34:00,117.60291907531727,,completed
ORD-049931,CUST-1389,SKU-A1,2023-03-11 08:22:00,117.60291907531727,,COMPLETED
ORD-036024,CUST-0690,,2023-02-20 00:48:00,117.60291907531727,,completed
ORD-017908,CUST-1336,SKU-C3,2023-01-25 20:56:00,117.60291907531727,,pending
ORD-031723,CUST-2863,,2023-02-14 01:26:00,117.60291907531727,Central,pending
ORD-027123,CUST-1002,SKU-A1,2023-02-07 16:06:00,117.60291907531727,East,pending
ORD-027733,CUST-3018,SKU-A1,2023-02-08 12:26:00,117.60291907531727,,COMPLETED
ORD-035337,CUST-3821,,2023-02-19 01:54:00,117.60291907531727,West,pending
ORD-013470,CUST-4102,SKU-B2,2023-01-19 17:00:00,117.60291907531727,East,pending
ORD-042948,CUST-1637,SKU-A1,2023-03-01 15:36:00,117.60291907531727,West,COMPLETED
ORD-044215,CUST-1233,SKU-C3,2023-03-03 09:50:00,117.60291907531727,,completed
ORD-019945,CUST-4461,SKU-C3,2023-01-28 16:50:00,117.60291907531727,Central,completed
ORD-020943,CUST-1258,SKU-C3,2023-01-30 02:06:00,117.60291907531727,Central,pending
ORD-026118,CUST-2296,SKU-A1,2023-02-06 06:36:00,117.60291907531727,Central,pending
ORD-047915,CUST-3171,SKU-B2,2023-03-08 13:10:00,117.60291907531727,East,COMPLETED
ORD-009911,CUST-0865,SKU-B2,2023-01-14 18:22:00,117.60291907531727,,pending
ORD-002973,CUST-0152,SKU-B2,2023-01-05 03:06:00,117.60291907531727,Central,COMPLETED
ORD-016920,CUST-1603,,2023-01-24 12:00:00,117.60291907531727,West,completed
ORD-049369,CUST-0583,SKU-A1,2023-03-10 13:38:00,117.60291907531727,West,pending
ORD-037414,CUST-0942,SKU-C3,2023-02-21 23:08:00,117.60291907531727,East,pending
ORD-038290,CUST-0277,SKU-B2,2023-02-23 04:20:00,117.60291907531727,East,pending
ORD-014634,CUST-2385,SKU-B2,2023-01-21 07:48:00,117.60291907531727,,completed
ORD-009162,CUST-3376,SKU-B2,2023-01-13 17:24:00,117.60291907531727,,COMPLETED
ORD-020038,CUST-0211,SKU-C3,2023-01-28 19:56:00,117.60291907531727,,pending
ORD-016042,CUST-3197,,2023-01-23 06:44:00,117.60291907531727,Central,completed
ORD-031881,CUST-2725,SKU-B2,2023-02-14 06:42:00,117.60291907531727,West,COMPLETED
ORD-031998,CUST-3566,SKU-A1,2023-02-14 10:36:00,117.60291907531727,East,COMPLETED
ORD-015320,CUST-3631,,2023-01-22 06:40:00,117.60291907531727,West,COMPLETED
ORD-041068,CUST-0339,SKU-B2,2023-02-27 00:56:00,117.60291907531727,East,COMPLETED
ORD-001328,CUST-3561,SKU-B2,2023-01-02 20:16:00,117.60291907531727,Central,COMPLETED
ORD-007631,CUST-3978,SKU-C3,2023-01-11 14:22:00,117.60291907531727,,COMPLETED
ORD-023454,CUST-1330,SKU-C3,2023-02-02 13:48:00,117.60291907531727,East,pending
ORD-045306,CUST-2233,SKU-B2,2023-03-04 22:12:00,117.60291907531727,,completed
ORD-021852,CUST-3589,SKU-C3,2023-01-31 08:24:00,117.60291907531727,,COMPLETED
ORD-019464,CUST-2079,SKU-C3,2023-01-28 00:48:00,117.60291907531727,East,COMPLETED
ORD-044385,CUST-3601,SKU-B2,2023-03-03 15:30:00,117.60291907531727,Central,COMPLETED
ORD-015112,CUST-3594,SKU-A1,2023-01-21 23:44:00,117.60291907531727,West,completed
ORD-041019,CUST-4160,SKU-B2,2023-02-26 23:18:00,117.60291907531727,East,pending
ORD-002562,CUST-0940,SKU-A1,2023-01-04 13:24:00,117.60291907531727,,completed
ORD-024679,CUST-2726,SKU-B2,2023-02-04 06:38:00,117.60291907531727,Central,pending
ORD-031034,CUST-0315,SKU-C3,2023-02-13 02:28:00,117.60291907531727,,completed
ORD-035243,CUST-2284,,2023-02-18 22:46:00,117.60291907531727,,pending
ORD-034700,CUST-0397,,2023-02-18 04:40:00,117.60291907531727,East,COMPLETED
ORD-049405,CUST-0271,SKU-B2,2023-03-10 14:50:00,117.60291907531727,East,COMPLETED
ORD-041931,CUST-3589,SKU-A1,2023-02-28 05:42:00,117.60291907531727,West,COMPLETED
ORD-007442,CUST-1079,SKU-B2,2023-01-11 08:04:00,117.60291907531727,,pending
ORD-041143,CUST-4029,SKU-C3,2023-02-27 03:26:00,117.60291907531727,West,pending
ORD-042187,CUST-3024,SKU-A1,2023-02-28 14:14:00,117.60291907531727,,pending
ORD-033926,CUST-1139,,2023-02-17 02:52:00,117.60291907531727,East,completed
